snapshot_date,territory,source,source_url,company,company_tier,title,years_min,years_max,in_band_for_1plus_yrs,location,work_mode,salary_lpa,languages,backend,frontend,retrieval_vector,agent_frameworks,llm_providers,cloud,data,ops_deploy,ml_deep,soft_asks,deliverables,excerpt
2026-09-18,services_mnc,TopGenAIJobs,https://www.topgenaijobs.com/jobs/genai-agentic-ai-engineer-at-infosys-limited-in-bengaluru-2syltr,Infosys,services_mnc,GenAI / Agentic AI Engineer,3,5,False,Bengaluru,onsite,17-26,Python,,,RAG|chunking|embeddings|retrieval|grounding|Knowledge bases,LangChain|LangGraph|multi step agent workflows|routing,AWS Bedrock|Claude|Titan,AWS,,CI CD|Docker|Git|pytest|latency token usage and cost metrics|evaluation awareness|guardrails|access controls,Prompt Engineering|few shot,,"GenAI features, RAG pipelines and multi-step agent workflows on AWS Bedrock",Implement RAG pipelines chunking embeddings retrieval grounding. Build single multi step agent workflows using LangChain LangGraph
2026-09-18,services_mnc,TopGenAIJobs,https://www.topgenaijobs.com/jobs/python-developer-agentic-ai-llm-rag-engi-at-infosys-limited-in-bengaluru-g1b2h8,Infosys,services_mnc,Python Developer - Agentic AI / LLM / RAG Engineer,1,6,True,Bengaluru,onsite,12-19,Python,FastAPI|Flask|Django|REST APIs|microservices,,RAG|Vector Database|Embeddings|Pinecone|ChromaDB|FAISS|Weaviate|Azure AI Search|Semantic search,LangChain|LangGraph|CrewAI|AutoGen|LlamaIndex|Agentic AI|Multi-agent architectures,OpenAI|Azure OpenAI|Llama|Claude|Gemini,Azure|AWS|GCP,,Docker|Kubernetes|MLOps|Git|CI/CD|Model evaluation,fine-tune|Prompt Engineering|NLP|machine learning|deep learning,requirements_gathering|stakeholder_management,Agentic AI systems and RAG pipelines with vector DBs plus APIs exposing them,"Design and implement Agentic AI systems using LangChain, LangGraph, CrewAI, AutoGen. Translate requirements into AI-driven solutions"
2026-09-18,services_mnc,TopGenAIJobs,https://www.topgenaijobs.com/jobs/ai-ml-engineer-at-accenture-in-gurugram-ihfxho,Accenture,services_mnc,AI / ML Engineer,2,5,True,Gurugram,onsite,13-21,,,,,,Generative AI,Cloud AI services,on-premise pipelines,AI model design and deployment,Deep learning|Neural networks|Conversational AI|Image processing,documentation|mentoring,AI/ML applications with cloud or on-prem pipelines applying generative AI,Design and build AI/ML applications and systems. Integrate cloud-based or on-premise pipelines for production-ready solutions
2026-09-18,services_mnc,TopGenAIJobs,https://www.topgenaijobs.com/jobs/llm-full-stack-engineer-at-accenture-in-pune-96nhum,Accenture,services_mnc,LLM Full Stack Engineer,2,5,True,Pune,onsite,13-21,Python,APIs|Server-side technologies,React.js,,,Large Language Models|Gen AI,AWS Machine Learning,,DevOps,,system_design|mentoring,"Applications integrated with LLMs and enterprise services, APIs across front-end and server",Develop and integrate applications with Large Language Models and enterprise services. Minimum 2 years Python
2026-09-18,services_mnc,TopGenAIJobs,https://www.topgenaijobs.com/jobs/ai-ml-engineer-at-accenture-in-bengalore-3tno1u,Accenture,services_mnc,AI / ML Engineer (Advanced Application Engineering Analyst),2,,True,Bengaluru,onsite,12-19,Python|R,,,,,GenAI models,cloud platforms|Cloud AI services,data preprocessing,cloud or on-prem pipelines|testing and validation,TensorFlow|PyTorch|Machine Learning|deep learning|neural networks|chatbots|feature engineering,,Production-quality AI applications on cloud/on-prem pipelines applying GenAI models,Build proper cloud or on-prem application pipelines with production-ready quality. Apply GenAI models as part of the solution
2026-09-18,services_mnc,TopGenAIJobs,https://www.topgenaijobs.com/jobs/ai-ml-computational-science-analyst-at-accenture-in-bengalore-02kvy9,Accenture,services_mnc,AI/ML Computational Science Analyst,1,2,True,Bengaluru,onsite,8-12,Python,REST API|Full-Stack Development,,RAG|Vector Database,LangChain|LangGraph|Agentic AI|MCP|Semantic Kernel|CrewAI|tool calling|orchestration,LLM|Gen AI,cloud platforms|AWS,JSON|data preparation,Git|Docker|CI/CD|unit testing|API testing|deployment support|LLM response validation|structured output testing,prompt engineering|Machine Learning,client_facing|documentation,AI-native and Agentic AI solutions for Accenture Operations delivery PODs,"Design, build, integrate, test and deploy AI-native and Agentic AI solutions. Work closely with client problems across the delivery lifecycle"
2026-09-18,services_mnc,TopGenAIJobs,https://www.topgenaijobs.com/jobs/ai-ml-engineer-at-accenture-in-pune-n11v0i,Accenture,services_mnc,AI / ML Engineer,3,4,False,Pune,onsite,22,,,,,,Large Language Models|Gen AI,Cloud AI,AI Pipelines,Production-quality AI pipelines|On-premises AI deployment,Deep learning|Neural network architectures|Chatbot development|Image Processing,documentation|mentoring,AI applications on cloud AI services with end-to-end pipelines,Minimum 3 years of experience in Large Language Models. Manage end-to-end development pipelines
2026-09-18,services_mnc,TopGenAIJobs,https://www.topgenaijobs.com/jobs/python-genai-engineer-at-capgemini-in-bengaluru-pfka50,Capgemini,services_mnc,Python GenAI Engineer,3,5,False,Bengaluru,hybrid,17-26,Python,REST APIs,,RAG|Embeddings|Vector Database|retrieval architectures|vector search|semantic search|Hybrid search,LangChain|LlamaIndex|Agentic AI|LangGraph,LLM|Hugging Face|Gen AI,Azure|AWS|GCP,,Docker|Git|CI/CD|testing|debugging|containerized environments|monitoring,LoRA|QLoRA|fine-tune|Prompt Engineering|PyTorch|TensorFlow|Keras,code_review|documentation,GenAI applications with RAG pipelines and vector search exposed as REST APIs,"Build and optimize RAG pipelines, vector search and AI-powered workflows. Fine-tune models using LoRA and QLoRA"
2026-09-18,services_mnc,TopGenAIJobs,https://www.topgenaijobs.com/jobs/python-genai-engineer-at-capgemini-sogeti-in-bengaluru-5dxfb4,Capgemini Sogeti,services_mnc,Python GenAI Engineer,3,5,False,Bengaluru,hybrid,17-26,Python,REST APIs,,RAG|Embeddings|Vector Database|vector search|semantic search|hybrid search,LangChain|LlamaIndex|Agentic AI|LangGraph,LLM|Hugging Face,Azure|AWS|GCP,,Docker|Git|CI/CD|testing|monitoring|containerized environments,LoRA|QLoRA|fine-tune|Prompt Engineering|PyTorch|TensorFlow,code_review|documentation,"LLM apps, RAG pipelines, vector search and REST API integration","Develop and enhance Generative AI applications using LLMs and AI frameworks. Follow Responsible AI, security and data practices"
2026-09-18,services_mnc,TopGenAIJobs,https://www.topgenaijobs.com/jobs/ai-engineer-at-zensar-technologies-in-india-pan-india-8ao04z,Zensar Technologies,services_mnc,AI Engineer,3,5,False,Pan India,onsite,21-32,,,,,,Large Language Models|Generative AI,Cloud-based AI platforms,,,Machine Learning|Natural Language Processing,,"Design, develop, deploy and optimize AI and Generative AI solutions","AI Engineer to design, develop, deploy and optimize AI and Generative AI solutions"
2026-09-18,services_mnc,TopGenAIJobs,https://www.topgenaijobs.com/jobs/gen-ai-engineer-at-zensar-in-pune-7te8yd,Zensar,services_mnc,Gen AI Engineer - Microsoft Copilot Studio,4,6,False,Pune,onsite,27-39,Python,,,,AI agents|Microsoft Copilot Studio|workflow orchestration,Gen AI|Microsoft Copilot,Azure|Microsoft 365|Power Platform,enterprise data,Monitor evaluate and fine-tune AI models,fine-tune,client_facing|stakeholder_management|requirements_gathering,Copilot agents and conversational automation for client service requests and escalations,Understand client business processes to identify and define AI opportunities. Gather pain points from business and technical stakeholders
2026-09-18,services_mnc,freehire,https://freehire.me/jobs/aes-de-generative-ai-application-developers-zensar-tcay7lqw,Zensar,services_mnc,Generative AI Application Developer,4,,False,Pune,,15-30,Python|TypeScript,FastAPI|Node.js|REST/gRPC API design|cloud-native microservices|async programming,,RAG|chunking|embeddings|vector stores,LangChain|LlamaIndex|LangGraph|AutoGen|CrewAI|MCP server/client|function calling|agent loops,OpenAI|Anthropic|Azure OpenAI|open-source models,Azure|AWS|GCP,Kafka|SQL|NoSQL,Docker|Kubernetes|Helm|GitHub Actions|FluxCD|GitOps|Ragas|DeepEval|promptfoo|LangSmith|LangFuse|OpenTelemetry|guardrails,Prompt engineering|structured output|Pydantic,,Generative AI applications as cloud-native microservices with LLM APIs and agentic frameworks,"RAG pipeline implementation with chunking, embeddings, vector stores. Eval frameworks (Ragas, DeepEval, promptfoo, LangSmith)"
2026-09-18,services_mnc,Wipro Careers,https://careers.wipro.com/job/Generative-AI-Engineer/187523-en_US,Wipro,services_mnc,Generative AI Engineer,4,7,False,"Bengaluru, Pune, Chennai",,,Python|TypeScript,APIs,,production RAG pipelines,LangChain|LangGraph|LlamaIndex|Agentic AI|multi-agent workflows|Model Context Protocols|A2A protocols|Agent Developer Kits,LLM,AWS|Azure|GCP,pandas,Docker|Kubernetes|CI/CD|GitHub Actions|MLOps|LLM evaluation|guardrails|latency/prompt optimizations,scikit-learn|PyTorch|prompting|fine-tuning|model drift,poc_prototype|client_facing,Bespoke Agentic AI solutions and multi-agent workflows from prototype to production in client environments,"2+ years building production RAG pipelines using LangChain, LangGraph or LlamaIndex. Own complete technical lifecycle from prototype to production"
2026-09-18,services_mnc,foundit.in,https://www.foundit.in/job/gen-ai-engineer-ltimindtree-bengaluru-54100770,LTIMindtree,services_mnc,Gen AI Engineer,0,1,True,Bengaluru,,,Python|C#|PowerShell,API-based microservices,,retrieval-augmented generation,Copilot,OpenAI|Azure AI services,Azure|Azure DevOps,data ingestion pipelines|telemetry|logs,Azure DevOps pipelines|anomaly detection|log analytics|evaluation|safety practices,prompt engineering|fine-tuning/evaluation|PyTorch,system_design,"AI validation assistant, log analytics platform and bug automation engine on Azure DevOps","LLM engineering including prompt engineering, RAG, fine-tuning/evaluation and safety practices. Scalable AI system design with API-based microservices"
2026-09-18,services_mnc,foundit.in,https://www.foundit.in/job/mlops-engineer-tech-mahindra-38584499,Tech Mahindra,services_mnc,MLOps Engineer,1,6,True,"Hyderabad, Bengaluru, Pune",,,Python,,,,,Generative AI model deployment,Azure|ECS|EKS,data ingestion|DVC|data governance,CI/CD|Docker|Terraform|ML metadata tracking|logging and alerting|monitoring|model validation|versioning,ML model lifecycle,documentation,Automated pipelines for data ingestion and model deployment with CI/CD on Azure,"Design, develop and maintain automated pipelines for input data ingestion and output model deployment"
2026-09-18,services_mnc,freehire,https://freehire.me/jobs/gen-ai-developer-specialist-hexaware-technologies-3gsu74ik,Hexaware Technologies,services_mnc,Gen AI Developer Specialist,2,7,True,India,,,Python,FastAPI|REST API development,,RAG|embeddings|vector databases|semantic search,LangChain|LangGraph|LlamaIndex|AI agents|tool calling|planning|reasoning|memory|multi-agent workflows|Agentic AI,GPT|Azure Open AI|LLMs,,,review validate optimize and secure AI-generated code,Transformer architectures|PyTorch|TensorFlow|Scikit-learn|Prompt engineering,agile|code_review,"GenAI and agentic applications with RAG, vector search and FastAPI services","Agentic AI concepts including AI agents, tool calling, planning, reasoning, memory and multi-agent workflows"
2026-09-18,services_mnc,freehire,https://freehire.me/jobs/sr-python-developer-genai-llm-ust-lcgdbb3l,UST,services_mnc,Sr. Python Developer (GenAI / LLM),,,False,Bangalore,,,Python,REST APIs|asynchronous Python,,RAG|Chroma|FAISS|Pinecone|vector databases,LangGraph|LangChain|multi-agent workflows|agentic frameworks,LLMs,AWS|Lambda|S3|DynamoDB|CloudWatch,DynamoDB|S3,Kubernetes|CloudWatch|performance monitoring,prompt engineering,,AI-powered Python applications with RAG and LangGraph multi-agent workflows on AWS,Design and implement RAG architectures. Build multi-agent workflows using LangGraph and agentic frameworks
2026-09-18,services_mnc,TopGenAIJobs,https://www.topgenaijobs.com/jobs/opening-for-genai-python-at-cognizant-in-chennai-ssok2d,Cognizant,services_mnc,GenAI - Python,5,10,False,Chennai / Pan India,hybrid,15-24,Python,APIs,,embeddings|vector search|RAG,LangChain|orchestration platforms,LLM|Azure OpenAI|Hugging Face|OpenAI,Azure|AWS|GCP|Azure Machine Learning|Cognitive Services|AWS SageMaker,Snowflake|enterprise data platforms,model deployment|evaluation techniques|training pipelines,fine tune LLMs|Machine Learning|tokenization|model optimization|Prompt Engineering,,"GenAI applications for chatbots, summarization and intelligent automation","Build GenAI applications using Python for chatbots, summarization and intelligent automation. Design solutions using embeddings, vector search and RAG"
2026-09-18,services_mnc,Instahyre,https://www.instahyre.com/job-380009-python-and-gen-ai-developer-at-coforge-hyderabad/,Coforge,services_mnc,Python and GenAI Developer,3,8,False,Hyderabad,,,Python,,React.js|Angular,,,Generative AI,,,,,,"Full-stack Python plus Generative AI development, skills line only",TAGS: Python; Generative AI; React.js; Angular
2026-09-18,consultancy_bigfour,Deloitte USI Careers,https://usijobs.deloitte.com/en_US/careersUSI/JobDetail/317564,Deloitte,consultancy,"Agentic AI Developer, Consultant",3,6,False,Bengaluru / Hyderabad,,,Python,REST/gRPC APIs|microservice architecture,,FAISS|Pinecone|Weaviate|Milvus|Chroma|semantic search|embedding models,LangChain|Llama Index|AutoGPT|CrewAI|Langgraph|ReAct|Agno,OpenAI GPT|Claude|Llama|Mistral|Hugging Face,Azure|AWS|GCP,,Docker|Kubernetes,PyTorch|TensorFlow|classical ML|computer vision|NLP|Quantization|PEFT-LoRA|QLoRA,stakeholder_management|mentoring|agile,Agentic AI with multi-agent orchestration and semantic search over vector stores as containerized microservices,"FAISS, Pinecone, Weaviate, Milvus or Chroma for semantic search. Agent frameworks LangChain, AutoGPT, CrewAI, Langgraph, ReAct, Agno"
2026-09-18,consultancy_bigfour,Deloitte USI Careers,https://usijobs.deloitte.com/en_US/careersUSI/JobDetail/303628,Deloitte,consultancy,"Consultant, AI & Engineering",3,6,False,Bengaluru / Hyderabad / Pune / Chennai,,,Python|CUDA|SQL,,,RAG,Agentic workflows,OpenAI GPT|Google Gemini|AWS Bedrock|LLaMA 3.0|Mistral|Copilot|Vertex AI,NVIDIA|AWS|Azure|GCP|Oracle,,,TensorFlow|PyTorch|Keras|Deep Learning|NLP|GANs|Transformer architecture|Diffusion models,client_facing|requirements_gathering|code_review|mentoring|stakeholder_management|agile,GenAI and deep-learning solutions against client problem statements in agile sprints,Liaison with on-site and client teams to understand various business problem statements. Conduct peer and team reviews
2026-09-18,consultancy_bigfour,Deloitte USI Careers,https://usijobs.deloitte.com/en_US/careersUSI/JobDetail/321609,Deloitte,consultancy,Gen AI Full Stack - Consultant,2,4,True,Hyderabad / Bengaluru / Gurgaon,,,Python|SQL,,,Retrieval-Augmented Generation|RAG pipelines,LangChain|LlamaIndex|LangGraph|AutoGen|Model Context Protocol|agentic AI frameworks,GPT|Gemini|Claude,AWS|Azure|GCP,data pipelines,evaluating LLM performance,NLP|generative AI models,client_facing,Full-stack GenAI applications for audit with RAG pipelines and agent frameworks,"Familiarity with agentic AI frameworks and concepts - LangChain, LangGraph, AutoGen, Model Context Protocol"
2026-09-18,consultancy_bigfour,Foundit,https://www.foundit.in/job/ai-engineer-llmops-fractal-analytics-34735309,Fractal Analytics,consultancy,AI Engineer - LLMOps,3,5,False,Noida / Mumbai / Pune,,,Python,,Streamlit|Chainlit,RAG,Langchain|CrewAI|Taskweaver|AutoGen|AgentOps,,AWS|GCP|Azure,Data Engineering|data pipelines,Langtrace|Langfuse|RAGAS|guardrails|evaluation|observability|Kubernetes|CI/CD|GitHub,NLP|fine-tuning|model distillation,requirements_gathering|stakeholder_management,"End-to-end LLM production lifecycle: fine-tuning, RAG, guardrails, evaluation and observability","3-5 years on ML projects including business requirement gathering, model development, deployment at scale and monitoring"
2026-09-18,consultancy_bigfour,Weekday,https://jobs.weekday.works/zs-associates-junior-ai-engineer-india,ZS Associates,consultancy,Junior AI Engineer,1,2,True,Bangalore / Pune / NCR,hybrid,12-24,Python,FastAPI|Flask,,RAG|embeddings|vector databases,LangChain|LangGraph|agents,LLMs,AWS|Azure,,Git|CI/CD pipelines|Docker,,,"Entry-level GenAI application work: Python APIs, prompt engineering and simple RAG","GenAI Basics: Exposure to LLMs, prompt engineering and simple RAG use cases. API Development: FastAPI, Flask"
2026-09-18,consultancy_bigfour,Built In,https://builtin.com/job/business-technology-solutions-consultant-ai-engineering/10960328,ZS Associates,consultancy,Business Technology Solutions Consultant - AI Engineering,5,7,False,Pune,hybrid,,PySpark|Python|Java|Scala,,,RAG-based pipelines,LangChain|LlamaIndex,GenAI,AWS|Azure|GCP,Hive|Spark|Hadoop|data pipelines,SageMaker|MLflow|Kubeflow|CI/CD|application monitoring,ML models,client_facing,"Scaled GenAI applications: answering engines, extraction components, content authoring",Strong knowledge of RAG-based pipelines using frameworks such as LangChain and LlamaIndex. Client-first mentality
2026-09-18,consultancy_bigfour,TopGenAIJobs,https://www.topgenaijobs.com/jobs/ai-engineer-data-and-ai-at-tiger-analytics-in-chennai-mbm887,Tiger Analytics,consultancy,AI Engineer - Data and AI,4,6,False,Chennai / Hyderabad / Bengaluru,onsite,28-39,Python,,,Retrieval Augmented Generation,,Large Language Model,,,Deployment,Machine Learning|Natural Language Processing|Generative AI,client_facing|system_design|code_review,AI-driven solutions using LLMs and GenAI for client enterprise platforms,"Machine Learning, Python, Deployment, NLP, Retrieval Augmented Generation, Generative AI, Large Language Model"
2026-09-18,consultancy_bigfour,Talent.com,https://in.talent.com/view?id=607336315805700242,Publicis Sapient,consultancy,Senior Python/Generative AI Engineer,5,10,False,Gurgaon / Bangalore,hybrid,,Python,APIs|async processing,AI frontend integration,RAG architectures|embeddings|Pinecone|Weaviate|Milvus|FAISS|knowledge graphs|semantic search,LangChain|LlamaIndex|orchestration tools,OpenAI|open-source models,AWS|Azure|GCP,streaming pipelines,containerized deployments|evaluation|hallucination handling|model monitoring frameworks,fine-tuning|LoRA|PEFT,system_design,Production LLM applications with RAG architectures from prototype to production,Experience with RAG architectures and embeddings. Familiarity with LangChain / LlamaIndex orchestration tools
2026-09-18,consultancy_bigfour,EY Careers,https://careers.ey.com/ey/job/Chennai-EY-GDS-Consulting-AIA-AI-Engineer-Senior/1430772233/,EY,consultancy,GDS Consulting - AI Engineer - Senior,4,8,False,Chennai / Pan India,,,Python|SQL|TypeScript,FastAPI|REST|microservices|asynchronous workflows|event-driven architecture,React|TypeScript|Next.js|WebSockets|Server-Sent Events|token-level LLM streaming,RAG|embeddings|semantic and hybrid search|vector databases,LangChain|LangGraph|AutoGen|CrewAI|Microsoft Agent Framework|Google Agent SDK|MCP,Azure AI Foundry|Azure OpenAI|AWS Bedrock|GCP Vertex AI|Gemini,Azure|AWS|GCP,relational databases|MongoDB|Redis|ClickHouse,Docker|Kubernetes|OpenShift|Git|GitHub Actions|GitLab CI|automated testing|CI/CD|logging|monitoring|tracing|AI observability|LLMOps|MLOps,,stakeholder_management,"Full-stack agentic AI: streaming React/Next.js over FastAPI, agent orchestration, hybrid retrieval, LLMOps","LangChain, LangGraph, AutoGen, CrewAI, Microsoft Agent Framework or Google Agent SDK. Familiarity with MCP is preferred"
2026-09-18,consultancy_bigfour,Karkidi,https://www.karkidi.com/job-details/81966-ai-engineer-india-bcg-x-job,BCG X,consultancy,"AI Engineer, India",2,4,True,Mumbai / Gurgaon,,6-18,Python|R|Java,Django|Flask,,vector databases|Pinecone|Chroma,LangChain|orchestration stack,Large Language Models|Foundation Models,AWS|Azure|GCP,Databricks|Apache Airflow|data pipelines,production deployment|API layer for integration,deep learning models|generative AI,,Full AI/ML technology stack from concept to production including data pipelines and API layer,Build technology stack for AI/ML use cases from concept to production deployment
2026-09-18,consultancy_bigfour,Freehire,https://freehire.me/jobs/in-associate-genai-and-agentic-ai-engineer-pwc-ae4xadm7,PwC,consultancy,Associate - GenAI and Agentic AI Engineer,4,7,False,Noida,,,Python,API development|async programming,,vector databases|embedding models|RAG pipelines|knowledge retrieval systems|semantic search,LangChain|autonomous agents|agent orchestration|workflow management,OpenAI|Anthropic|LLMs,,,Git|CI/CD|testing|Docker|Kubernetes,NLP,client_facing,Autonomous agents and RAG knowledge-retrieval systems for advisory clients,Advanced Python programming with expertise in async programming and API development. Experience with vector databases and embedding models
2026-09-18,consultancy_bigfour,Freehire,https://freehire.me/jobs/in-senior-associate-genai-and-agentic-ai-engineer-pwc-wabp4cdg,PwC,consultancy,Senior Associate - GenAI and Agentic AI Engineer,4,7,False,Noida,,,Python,API development|async programming,,vector databases|embedding models|RAG pipelines|knowledge retrieval systems,LangChain|autonomous agents|RAG systems,Large Language Models and their APIs,,,Git|CI/CD|testing,,client_facing,Enterprise-grade agentic GenAI solutions for financial-services advisory clients,Proficiency in implementing RAG pipelines and knowledge retrieval systems
2026-09-18,consultancy_bigfour,Dreamwork,https://www.dreamworkhq.com/job/84e8c84c-cc56-4513-bcd8-501956117e8d,KPMG India,consultancy,Senior AI Engineer - Consultant,4,,False,Bengaluru / Pune / Gurgaon,,28-45,Python|SQL,,,Retriever-Augmented Generation,,LLM-based solutions|Generative AI frameworks,Azure,,MLOps pipelines|cloud-native architectures,NLP|transformer architectures|model optimization|regression|classification|clustering|time-series analysis,mentoring|system_design|agile|stakeholder_management,"LLM and GenAI solutions on Azure across finance, healthcare, automotive, retail sectors",Mandatory: Expertise in Prompt Engineering and Retriever-Augmented Generation. Strong stakeholder management
2026-09-18,consultancy_bigfour,Dreamwork,https://www.dreamworkhq.com/job/413f24d2-ea44-4d7e-9cf5-6db328886200,KPMG India,consultancy,Consultant - Gen AI,,,False,Bengaluru,,,Python,API-driven design|microservices|event-driven architectures,,embeddings|semantic search|RAG|FAISS|Pinecone|Weaviate|knowledge graphs,LangChain,Hugging Face|LLMs,Azure|AWS|GCP,Spark|Airflow|SQL/NoSQL,DevOps/MLOps|Docker|Kubernetes,PyTorch|TensorFlow|NLP|transformers,mentoring|client_facing|stakeholder_management,"Cloud-native GenAI combining RAG, vector DBs and knowledge graphs with Responsible AI guardrails","Expertise in NLP and LLMs: embeddings, transformers, semantic search, RAG, prompt engineering"
2026-09-18,consultancy_bigfour,TopGenAIJobs,https://www.topgenaijobs.com/jobs/senior-machine-learning-engineer-at-quantiphi-in-mumbai-n4onir,Quantiphi,consultancy,Senior Machine Learning Engineer,3,6,False,Mumbai,onsite,21-33,Python,API design,,RAG|Embeddings|Vector Database|Intelligent retrieval|Context optimization|Knowledge graph|Semantic search|Keyword search,Agentic AI|Multi-agent architectures|Orchestration frameworks|Multi-agent orchestration,LLM|Vertex AI|Gen AI,Google Cloud Platform|Vertex AI|BigQuery|Cloud Run,BigQuery,MLOps|CI/CD|Containerization|Testing|Evaluation frameworks|model drift monitoring,Machine learning|Computer vision,client_facing|system_design,"Production GenAI on GCP: RAG, agentic systems, knowledge graphs, presented to enterprise clients",Present technical solutions to clients translating engineering decisions into business outcomes
2026-09-18,ai_native_startups,Gnani.ai careers,https://careers.gnani.ai/apply/AI-Ben-2026-08-07-118,Gnani.ai,ai_startup,AI Solutions Engineer,1,4,True,Bengaluru,,,Python,FastAPI,,,AgenticAI VoiceAI Agents,,,,voice:ASR|voice:TTS|voice:streaming and batch ASR|voice:real-time audio integration|voice:WER / CER|voice:MOS|voice:RTF|voice:telephony audio|voice:WebSocket|voice:gRPC|voice:Agora|containers|evaluation harnesses,AI/ML Annotation,client_facing|documentation|poc_prototype|requirements_gathering,"Owns enterprise customers technical journey on ASR/TTS speech APIs: onboarding, custom pipelines, accuracy benchmarks",Comfortable reading and writing integration code. Python plus at least one of REST / gRPC / WebSocket clients
2026-09-18,ai_native_startups,Gnani.ai careers,https://careers.gnani.ai/apply/Bac-Ben-2026-08-27-131,Gnani.ai,ai_startup,Backend Developer,2,4,True,Bengaluru,,,Python|Go,FastAPI|RESTful APIs|microservices,,,,,,Redis|distributed caching,Docker|Kubernetes|CI/CD|monitoring|logging|tracing|voice:Real-time Streaming,,code_review|system_design,Scalable backend services behind AI/LLM products including APIs for model inference,"Deep expertise in Python and Go, extensive experience with FastAPI, containerised deployments"
2026-09-18,ai_native_startups,Gnani.ai careers,https://careers.gnani.ai/apply/Ful-Pro-2026-08-13-122,Gnani.ai,ai_startup,Full-Stack + AI Engineer,2,4,True,India,,,TypeScript|Python,FastAPI,React|Next.js,,LangChain|LangGraph|Pydantic AI|AI agent workflows,,AWS|GCP,PostgreSQL|MongoDB,voice:LiveKit Agents|voice:Pipecat|voice:Vapi|voice:Retell,PyTorch|TensorFlow,mentoring|system_design|poc_prototype,0-to-1 consumer AI mobile apps and voice agents built to scale to millions,"Hands-on experience with at least one AI agent framework (LangChain, LangGraph, Pydantic AI or equivalent)"
2026-09-18,ai_native_startups,Gnani.ai careers,https://careers.gnani.ai/apply/LLM-Ben-2026-09-08-135,Gnani.ai,ai_startup,LLMOps Engineer - Inference & Model Optimization,3,6,False,Bengaluru,,,,,,RAG|Vector Databases,Agentic Systems,self-hosted foundational models,,,vLLM|SGLang|NVIDIA Dynamo|TensorRT-LLM|Kubernetes|autoscaling|canary releases|continuous batching|KV caching|voice:time-to-first-token|voice:real-time latency budgets,quantization|distillation|speculative decoding|pruning|CUDA/Triton kernels|Mixture-of-Experts,,Production LLM serving stack on GPU clusters under real-time voice latency budgets,"Work spans serving engine (vLLM, SGLang, NVIDIA Dynamo), the model (quantization, distillation, speculative decoding) and kernels"
2026-09-18,ai_native_startups,Gnani.ai careers,https://careers.gnani.ai/apply/Sen-Del-Kol-2026-05-25-85,Gnani.ai,ai_startup,Senior Forward Deployed Engineer,3,5,False,Mumbai / Bengaluru,,,Python,Flask|FastAPI|Django|REST APIs,,,,LLMs|Generative AI models,,MongoDB|Redis,testing,,documentation|client_facing,Backend systems and integrations for LLM-powered GenAI applications,"Familiarity with backend frameworks such as Flask, FastAPI, Django. Basic understanding of Generative AI and working with LLMs"
2026-09-18,ai_native_startups,Gnani.ai careers,https://careers.gnani.ai/apply/Dat--2026-09-08-137,Gnani.ai,ai_startup,Data Engineer (Speech/Language Data),3,5,False,Bengaluru,,,,,,,,,Azure,data pipelines|data cataloguing|data versioning,voice:ASR|voice:TTS|voice:ASR/STT APIs|voice:Azure TTS|voice:segmentation and alignment|voice:frozen evaluation sets,NLP/STT|annotation|benchmark design,documentation|stakeholder_management,Speech and text corpus across 22+ Indian languages with annotation quality and frozen eval sets,"Build the cleaning, segmentation, alignment and validation pipelines that turn raw audio into trainable hours"
2026-09-18,ai_native_startups,Ashby,https://jobs.ashbyhq.com/composio/a4046674-59ee-41fd-9045-2a7058a467e1,Composio,ai_startup,MTS - Applied AI Engineer,2,4,True,Bengaluru,onsite,,TypeScript|Python,webhooks|OAuth 2.0,,retrieval,AI agents|tool calling|agent memory|multi-step workflows|copilots,frontier models,cloud observability,Postgres|queues,evals|traces|guardrails|failure analysis|eval infrastructure|observability,,client_facing|documentation|system_design|requirements_gathering,Agentic systems taking over customer-support functions end to end with evals and guardrails,"You have built production systems with language models, tool calling, retrieval, structured outputs, multi-step workflows or agent memory"
2026-09-18,ai_native_startups,Ashby,https://jobs.ashbyhq.com/composio/74cf1b48-86e9-4454-8c4e-cb2038ed0049,Composio,ai_startup,MTS - Enterprise Platform,,,False,Bengaluru,onsite,,Typescript|Go,control planes|routing|multi-tenancy|auth,,,agents|MCP|tool use,language models,,,observability|auditability,,client_facing|documentation|system_design,"Platform primitives enterprise agents run on: governance, permissions, routing, control planes","You have built with language models; you have opinions about agents, MCP, tool use and where current systems fail"
2026-09-18,ai_native_startups,Ashby,https://jobs.ashbyhq.com/sarvam/36f89b00-2010-4d23-aae3-17a2f53d9eaa,Sarvam AI,ai_startup,Agent Engineer,3,,False,Bengaluru,onsite,,Python,Backend services|APIs,,,agentic frameworks|context engineering|tool use|structured outputs|memory,open and closed source models,cloud infrastructure,data pipelines,evals|instrumentation|regression suite|versioning|reproducibility|monitoring,,client_facing|code_review|system_design|mentoring,"Production AI agents for India's largest banks, insurers and government departments","Context engineering, tool use, structured outputs, memory and the failure modes that only show up at scale"
